Year,State,Type of Producer,Energy Source,Megawatthours
2012,ME,"Combined Heat and Power, Industrial Power",Petroleum,40516.0
2012,ME,"Combined Heat and Power, Industrial Power",Other Biomass,41791.0
2012,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2063389.0
2012,ME,"Combined Heat and Power, Commercial Power",Total,207995.0
2012,ME,"Combined Heat and Power, Commercial Power",Natural Gas,26312.0
2012,ME,"Combined Heat and Power, Commercial Power",Other,87786.0
2012,ME,"Combined Heat and Power, Commercial Power",Petroleum,2205.0
2012,ME,"Combined Heat and Power, Commercial Power",Other Biomass,91368.0
2012,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,323.0
2012,ME,"Combined Heat and Power, Electric Power",Total,622028.0
2012,ME,"Combined Heat and Power, Electric Power",Coal,30392.0
2012,ME,"Combined Heat and Power, Electric Power",Other,148234.0
2012,ME,"Combined Heat and Power, Electric Power",Petroleum,5703.0
2012,ME,"Combined Heat and Power, Electric Power",Other Biomass,17420.0
2012,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,420279.0
2012,ME,"Electric Generators, Independent Power Producers",Total,9563701.0
2012,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3320314.0
2012,ME,"Electric Generators, Independent Power Producers",Natural Gas,4056904.0
2012,ME,"Electric Generators, Independent Power Producers",Other,96505.0
2012,ME,"Electric Generators, Independent Power Producers",Petroleum,59270.0
2012,ME,"Electric Generators, Independent Power Producers",Other Biomass,125285.0
2012,ME,"Electric Generators, Independent Power Producers",Wind,886918.0
2012,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1018506.0
2012,ME,"Electric Generators, Electric Utilities",Total,168.0
2012,ME,"Electric Generators, Electric Utilities",Petroleum,168.0
2012,MI,Total Electric Power Industry,Total,108158050.0
2012,MI,Total Electric Power Industry,Coal,53136432.0
2012,MI,Total Electric Power Industry,Pumped Storage,-773280.0
2012,MI,Total Electric Power Industry,Hydroelectric Conventional,1206826.0
2012,MI,Total Electric Power Industry,Natural Gas,21748358.0
2012,MI,Total Electric Power Industry,Nuclear,28019714.0
2012,MI,Total Electric Power Industry,Other Gases,314755.0
2012,MI,Total Electric Power Industry,Other,394663.0
2012,MI,Total Electric Power Industry,Petroleum,325143.0
2012,MI,Total Electric Power Industry,Other Biomass,956227.0
2012,MI,Total Electric Power Industry,Wind,1131688.0
2012,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1697524.0
2012,MI,"Combined Heat and Power, Industrial Power",Total,1363033.0
2012,MI,"Combined Heat and Power, Industrial Power",Coal,204172.0
2012,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,26229.0
2012,MI,"Combined Heat and Power, Industrial Power",Natural Gas,183118.0
2012,MI,"Combined Heat and Power, Industrial Power",Other,26697.0
2012,MI,"Combined Heat and Power, Industrial Power",Petroleum,116458.0
2012,MI,"Combined Heat and Power, Industrial Power",Other Biomass,4277.0
2012,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,802081.0
2012,MI,"Combined Heat and Power, Commercial Power",Total,967956.0
2012,MI,"Combined Heat and Power, Commercial Power",Coal,118082.0
2012,MI,"Combined Heat and Power, Commercial Power",Natural Gas,467827.0
2012,MI,"Combined Heat and Power, Commercial Power",Other,184890.0
2012,MI,"Combined Heat and Power, Commercial Power",Petroleum,1556.0
2012,MI,"Combined Heat and Power, Commercial Power",Other Biomass,192439.0
2012,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,3161.0
2012,MI,"Combined Heat and Power, Electric Power",Total,11051885.0
2012,MI,"Combined Heat and Power, Electric Power",Coal,331633.0
2012,MI,"Combined Heat and Power, Electric Power",Natural Gas,10240324.0
2012,MI,"Combined Heat and Power, Electric Power",Other Gases,314755.0
2012,MI,"Combined Heat and Power, Electric Power",Other,56115.0
2012,MI,"Combined Heat and Power, Electric Power",Petroleum,73178.0
2012,MI,"Combined Heat and Power, Electric Power",Other Biomass,4506.0
2012,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,31374.0
2012,MI,"Electric Generators, Independent Power Producers",Total,14300177.0
2012,MI,"Electric Generators, Independent Power Producers",Coal,11605.0
2012,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,77906.0
2012,MI,"Electric Generators, Independent Power Producers",Natural Gas,6456323.0
2012,MI,"Electric Generators, Independent Power Producers",Nuclear,5178213.0
2012,MI,"Electric Generators, Independent Power Producers",Other Gases,0.0
2012,MI,"Electric Generators, Independent Power Producers",Other,102415.0
2012,MI,"Electric Generators, Independent Power Producers",Petroleum,0.0
2012,MI,"Electric Generators, Independent Power Producers",Other Biomass,755004.0
2012,MI,"Electric Generators, Independent Power Producers",Wind,857804.0
2012,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,860908.0
2012,MI,"Electric Generators, Electric Utilities",Total,80474999.0
2012,MI,"Electric Generators, Electric Utilities",Coal,52470940.0
2012,MI,"Electric Generators, Electric Utilities",Pumped Storage,-773280.0
2012,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1102691.0
2012,MI,"Electric Generators, Electric Utilities",Natural Gas,4400766.0
2012,MI,"Electric Generators, Electric Utilities",Nuclear,22841501.0
2012,MI,"Electric Generators, Electric Utilities",Other Gases,0.0
2012,MI,"Electric Generators, Electric Utilities",Other,24546.0
2012,MI,"Electric Generators, Electric Utilities",Petroleum,133951.0
2012,MI,"Electric Generators, Electric Utilities",Other Biomass,0.0
2012,MI,"Electric Generators, Electric Utilities",Wind,273884.0
2012,MI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0.0
2012,MN,Total Electric Power Industry,Total,52754433.0
2012,MN,Total Electric Power Industry,Coal,22722774.0
2012,MN,Total Electric Power Industry,Hydroelectric Conventional,561022.0
2012,MN,Total Electric Power Industry,Natural Gas,7088205.0
2012,MN,Total Electric Power Industry,Nuclear,11943790.0
2012,MN,Total Electric Power Industry,Other,394369.0
2012,MN,Total Electric Power Industry,Petroleum,29593.0
2012,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,0.0
2012,MN,Total Electric Power Industry,Other Biomass,999217.0
2012,MN,Total Electric Power Industry,Wind,8176217.0
2012,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,839246.0
2012,MN,"Combined Heat and Power, Industrial Power",Total,1324439.0
2012,MN,"Combined Heat and Power, Industrial Power",Coal,615934.0
2012,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,73936.0
2012,MN,"Combined Heat and Power, Industrial Power",Natural Gas,79423.0
2012,MN,"Combined Heat and Power, Industrial Power",Other,55219.0
2012,MN,"Combined Heat and Power, Industrial Power",Petroleum,1198.0
2012,MN,"Combined Heat and Power, Industrial Power",Other Biomass,6807.0
2012,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,491922.0
2012,MN,"Combined Heat and Power, Commercial Power",Total,172657.0
2012,MN,"Combined Heat and Power, Commercial Power",Coal,0.0
2012,MN,"Combined Heat and Power, Commercial Power",Natural Gas,105433.0
2012,MN,"Combined Heat and Power, Commercial Power",Other,28051.0
2012,MN,"Combined Heat and Power, Commercial Power",Petroleum,1096.0
2012,MN,"Combined Heat and Power, Commercial Power",Other Biomass,10228.0
2012,MN,"Combined Heat and Power, Commercial Power",Wind,27850.0
2012,MN,"Combined Heat and Power, Electric Power",Total,835479.0
2012,MN,"Combined Heat and Power, Electric Power",Natural Gas,544668.0
2012,MN,"Combined Heat and Power, Electric Power",Petroleum,3416.0
2012,MN,"Combined Heat and Power, Electric Power",Other Biomass,74763.0
2012,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,212632.0
2012,MN,"Electric Generators, Independent Power Producers",Total,8083809.0
2012,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,147786.0
2012,MN,"Electric Generators, Independent Power Producers",Natural Gas,612242.0
2012,MN,"Electric Generators, Independent Power Producers",Other,148505.0
2012,MN,"Electric Generators, Independent Power Producers",Petroleum,1018.0
2012,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,0.0
2012,MN,"Electric Generators, Independent Power Producers",Other Biomass,638890.0
2012,MN,"Electric Generators, Independent Power Producers",Wind,6535368.0
2012,MN,"Electric Generators, Electric Utilities",Total,42338049.0
2012,MN,"Electric Generators, Electric Utilities",Coal,22106841.0
2012,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,339300.0
2012,MN,"Electric Generators, Electric Utilities",Natural Gas,5746439.0
2012,MN,"Electric Generators, Electric Utilities",Nuclear,11943790.0
2012,MN,"Electric Generators, Electric Utilities",Other,162595.0
2012,MN,"Electric Generators, Electric Utilities",Petroleum,22866.0
2012,MN,"Electric Generators, Electric Utilities",Other Biomass,268528.0
2012,MN,"Electric Generators, Electric Utilities",Wind,1612999.0
2012,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,134691.0
2012,MO,Total Electric Power Industry,Total,91804321.0
2012,MO,Total Electric Power Industry,Coal,72775008.0
2012,MO,Total Electric Power Industry,Pumped Storage,33444.0
2012,MO,Total Electric Power Industry,Hydroelectric Conventional,714269.0
2012,MO,Total Electric Power Industry,Natural Gas,6167164.0
2012,MO,Total Electric Power Industry,Nuclear,10718329.0
2012,MO,Total Electric Power Industry,Other,19764.0
2012,MO,Total Electric Power Industry,Petroleum,77763.0
2012,MO,Total Electric Power Industry,Other Biomass,53801.0
2012,MO,Total Electric Power Industry,Wind,1244778.0
2012,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,0.0
2012,MO,"Combined Heat and Power, Industrial Power",Total,51548.0
2012,MO,"Combined Heat and Power, Industrial Power",Coal,45776.0
2012,MO,"Combined Heat and Power, Industrial Power",Natural Gas,1050.0
2012,MO,"Combined Heat and Power, Industrial Power",Petroleum,0.0
2012,MO,"Combined Heat and Power, Industrial Power",Other Biomass,4722.0
2012,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0.0
2012,MO,"Combined Heat and Power, Commercial Power",Total,159504.0
2012,MO,"Combined Heat and Power, Commercial Power",Coal,68443.0
2012,MO,"Combined Heat and Power, Commercial Power",Natural Gas,90989.0
2012,MO,"Combined Heat and Power, Commercial Power",Other,0.0
2012,MO,"Combined Heat and Power, Commercial Power",Petroleum,72.0
2012,MO,"Combined Heat and Power, Electric Power",Total,49454.0
2012,MO,"Combined Heat and Power, Electric Power",Coal,0.0
2012,MO,"Combined Heat and Power, Electric Power",Natural Gas,49454.0
2012,MO,"Combined Heat and Power, Electric Power",Petroleum,0.0
2012,MO,"Electric Generators, Independent Power Producers",Total,2796677.0
2012,MO,"Electric Generators, Independent Power Producers",Natural Gas,1530474.0
2012,MO,"Electric Generators, Independent Power Producers",Other Biomass,21425.0
2012,MO,"Electric Generators, Independent Power Producers",Wind,1244778.0
2012,MO,"Electric Generators, Electric Utilities",Total,88747138.0
2012,MO,"Electric Generators, Electric Utilities",Coal,72660790.0
2012,MO,"Electric Generators, Electric Utilities",Pumped Storage,33444.0
2012,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,714269.0
2012,MO,"Electric Generators, Electric Utilities",Natural Gas,4495197.0
2012,MO,"Electric Generators, Electric Utilities",Nuclear,10718329.0
2012,MO,"Electric Generators, Electric Utilities",Other,19764.0
2012,MO,"Electric Generators, Electric Utilities",Petroleum,77691.0
2012,MO,"Electric Generators, Electric Utilities",Other Biomass,27654.0
2012,MS,Total Electric Power Industry,Total,54584295.0
2012,MS,Total Electric Power Industry,Coal,7211973.0
2012,MS,Total Electric Power Industry,Natural Gas,38549893.0
2012,MS,Total Electric Power Industry,Nuclear,7296134.0
2012,MS,Total Electric Power Industry,Other,23.0
2012,MS,Total Electric Power Industry,Petroleum,17082.0
2012,MS,Total Electric Power Industry,Other Biomass,16441.0
2012,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,1492749.0
2012,MS,"Combined Heat and Power, Industrial Power",Total,2980118.0
2012,MS,"Combined Heat and Power, Industrial Power",Coal,0.0
2012,MS,"Combined Heat and Power, Industrial Power",Natural Gas,1470080.0
2012,MS,"Combined Heat and Power, Industrial Power",Other,23.0
2012,MS,"Combined Heat and Power, Industrial Power",Petroleum,3735.0
2012,MS,"Combined Heat and Power, Industrial Power",Other Biomass,13781.0
2012,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1492498.0
2012,MS,"Combined Heat and Power, Commercial Power",Total,21552.0
2012,MS,"Combined Heat and Power, Commercial Power",Natural Gas,21552.0
2012,MS,"Combined Heat and Power, Commercial Power",Other,0.0
2012,MS,"Electric Generators, Independent Power Producers",Total,10505310.0
2012,MS,"Electric Generators, Independent Power Producers",Coal,2756925.0
2012,MS,"Electric Generators, Independent Power Producers",Natural Gas,7745725.0
2012,MS,"Electric Generators, Independent Power Producers",Other Biomass,2660.0
2012,MS,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0.0
2012,MS,"Electric Generators, Electric Utilities",Total,41077315.0
2012,MS,"Electric Generators, Electric Utilities",Coal,4455048.0
2012,MS,"Electric Generators, Electric Utilities",Natural Gas,29312536.0
2012,MS,"Electric Generators, Electric Utilities",Nuclear,7296134.0
2012,MS,"Electric Generators, Electric Utilities",Petroleum,13347.0
2012,MS,"Electric Generators, Electric Utilities",Other Biomass,0.0
2012,MS,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,250.0
2012,MT,Total Electric Power Industry,Total,27804782.0
2012,MT,Total Electric Power Industry,Coal,13987392.0
2012,MT,Total Electric Power Industry,Hydroelectric Conventional,11283465.0
2012,MT,Total Electric Power Industry,Natural Gas,463998.0
2012,MT,Total Electric Power Industry,Other Gases,14.0
2012,MT,Total Electric Power Industry,Other,341190.0
2012,MT,Total Electric Power Industry,Petroleum,466973.0
2012,MT,Total Electric Power Industry,Wind,1261751.0
2012,MT,"Combined Heat and Power, Industrial Power",Total,8652.0
2012,MT,"Combined Heat and Power, Industrial Power",Coal,8652.0
2012,MT,"Combined Heat and Power, Industrial Power",Natural Gas,0.0
2012,MT,"Combined Heat and Power, Industrial Power",Other Gases,0.0
2012,MT,"Combined Heat and Power, Industrial Power",Petroleum,0.0
2012,MT,"Combined Heat and Power, Electric Power",Total,454794.0
2012,MT,"Combined Heat and Power, Electric Power",Other Gases,14.0
2012,MT,"Combined Heat and Power, Electric Power",Petroleum,454780.0
2012,MT,"Electric Generators, Independent Power Producers",Total,18855195.0
2012,MT,"Electric Generators, Independent Power Producers",Coal,13725531.0
2012,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3590489.0
2012,MT,"Electric Generators, Independent Power Producers",Natural Gas,24835.0
2012,MT,"Electric Generators, Independent Power Producers",Other,341190.0
2012,MT,"Electric Generators, Independent Power Producers",Petroleum,12119.0
2012,MT,"Electric Generators, Independent Power Producers",Wind,1161030.0
2012,MT,"Electric Generators, Electric Utilities",Total,8486141.0
